Date,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,2010-01-04 00:00:00-05:00,27.96301869832108,28.17811884215432,27.420967057938217,27.593046188354492,13700400,0.0,0.0
2010-01-05 00:00:00-05:00,2010-01-05 00:00:00-05:00,27.593045770233818,27.670481952127094,27.27469848119154,27.524213790893555,10307700,0.0,0.0
2010-01-06 00:00:00-05:00,2010-01-06 00:00:00-05:00,27.44678074819918,27.532821142486256,27.257493193634836,27.377948760986328,10709500,0.0,0.0
2010-01-07 00:00:00-05:00,2010-01-07 00:00:00-05:00,27.334927327067042,27.4123635119889,27.13703558385958,27.386550903320312,8202100,0.0,0.0
2010-01-08 00:00:00-05:00,2010-01-08 00:00:00-05:00,27.240285499563168,27.481198281655956,27.128434132821127,27.42957305908203,7657500,0.0,0.0
2010-01-11 00:00:00-05:00,2010-01-11 00:00:00-05:00,27.128432556225377,27.309115901481327,26.749855818104944,26.98216438293457,11250500,0.0,0.0
2010-01-12 00:00:00-05:00,2010-01-12 00:00:00-05:00,26.689624553345638,26.775664933656152,26.39708824494014,26.51754379272461,14618300,0.0,0.0
2010-01-13 00:00:00-05:00,2010-01-13 00:00:00-05:00,26.57777259327118,26.990766106498143,26.560565829411416,26.921934127807617,9620600,0.0,0.0
2010-01-14 00:00:00-05:00,2010-01-14 00:00:00-05:00,26.784269642681682,26.827290656828897,26.638001476748926,26.689626693725586,9235600,0.0,0.0
2010-01-15 00:00:00-05:00,2010-01-15 00:00:00-05:00,26.681026492597926,26.801482068108648,26.164785732991202,26.328262329101562,13936400,0.0,0.0
2010-01-19 00:00:00-05:00,2010-01-19 00:00:00-05:00,26.319656210067045,26.835896932114125,26.242220019705783,26.6810245513916,9662100,0.0,0.0
2010-01-20 00:00:00-05:00,2010-01-20 00:00:00-05:00,26.672418962604162,26.87891491248135,26.431506200538813,26.835895538330078,13302800,0.0,0.0
2010-01-21 00:00:00-05:00,2010-01-21 00:00:00-05:00,26.792875766503855,27.03378853974953,26.302447657650163,26.336864471435547,15403600,0.0,0.0
2010-01-22 00:00:00-05:00,2010-01-22 00:00:00-05:00,26.242216102476153,26.422899425625452,25.768996468537143,25.79480743408203,14459400,0.0,0.0
2010-01-25 00:00:00-05:00,2010-01-25 00:00:00-05:00,26.001306483605358,26.009910686847277,25.424837995068383,25.743186950683594,11155800,0.0,0.0
2010-01-26 00:00:00-05:00,2010-01-26 00:00:00-05:00,25.639937217761425,25.760394417671208,25.226945323715064,25.519481658935547,11197300,0.0,0.0
2010-01-27 00:00:00-05:00,2010-01-27 00:00:00-05:00,25.433441828627924,25.648541983297505,24.960222144788418,25.226945877075195,16121200,0.0,0.0
2010-01-28 00:00:00-05:00,2010-01-28 00:00:00-05:00,25.321588096171762,25.364607466638688,24.70209865851182,25.252756118774414,17126000,0.0,0.0
2010-01-29 00:00:00-05:00,2010-01-29 00:00:00-05:00,25.26996448697016,25.657143743865753,25.166715700481063,25.424835205078125,14507900,0.0,0.0
2010-02-01 00:00:00-05:00,2010-02-01 00:00:00-05:00,25.46785885515699,25.614127027205072,25.244154495490278,25.39902687072754,10894200,0.0,0.0
2010-02-02 00:00:00-05:00,2010-02-02 00:00:00-05:00,25.407628181154774,25.82062004071069,25.140902835909948,25.79480743408203,10100900,0.0,0.0
2010-02-03 00:00:00-05:00,2010-02-03 00:00:00-05:00,25.74318680543312,26.56056805688008,25.631335446087178,26.457319259643555,15976200,0.0,0.0
2010-02-04 00:00:00-05:00,2010-02-04 00:00:00-05:00,26.05292864993275,26.233611973587042,25.51947959903593,25.52808380126953,13407100,0.0,0.0
2010-02-05 00:00:00-05:00,2010-02-05 00:00:00-05:00,25.493667602532412,25.674352571595218,24.94301177507208,25.41623306274414,11956100,0.0,0.0
